tempo,intensidade
33.0000,0.0375
33.0500,0.0427
33.1000,0.0390
33.1500,0.0423
33.2000,0.0358
33.2500,0.0416
33.3000,0.0362
33.3500,0.0429
33.4000,0.0378
33.4500,0.0379
33.5000,0.0365
33.5500,0.0399
33.6000,0.0417
33.6500,0.0417
33.7000,0.0397
33.7500,0.0368
33.8000,0.0430
33.8500,0.0379
33.9000,0.0428
33.9500,0.0363
34.0000,0.0408
34.0500,0.0359
34.1000,0.0425
34.1500,0.0385
34.2000,0.0429
34.2500,0.0364
34.3000,0.0397
34.3500,0.0418
34.4000,0.0412
34.4500,0.0404
34.5000,0.0365
34.5500,0.0429
34.6000,0.0376
34.6500,0.0429
34.7000,0.0366
34.7500,0.0399
34.8000,0.0361
34.8500,0.0416
34.9000,0.0400
34.9500,0.0424
35.0000,0.0384
35.0500,0.0381
35.1000,0.0429
35.1500,0.0397
35.2000,0.0420
35.2500,0.0358
35.3000,0.0420
35.3500,0.0370
35.4000,0.0433
35.4500,0.0376
35.5000,0.0430
35.5500,0.0360
35.6000,0.0408
35.6500,0.0410
35.7000,0.0419
35.7500,0.0394
35.8000,0.0372
35.8500,0.0430
35.9000,0.0385
35.9500,0.0431
36.0000,0.0358
36.0500,0.0410
36.1000,0.0362
36.1500,0.0424
36.2000,0.0382
36.2500,0.0434
36.3000,0.0368
36.3500,0.0394
36.4000,0.0420
36.4500,0.0414
36.5000,0.0406
36.5500,0.0365
36.6000,0.0429
36.6500,0.0378
36.7000,0.0431
36.7500,0.0371
36.8000,0.0430
36.8500,0.0367
36.9000,0.0419
36.9500,0.0410
37.0000,0.0436
37.0500,0.0387
37.1000,0.0390
37.1500,0.0441
37.2000,0.0408
37.2500,0.0427
37.3000,0.0374
37.3500,0.0428
37.4000,0.0378
37.4500,0.0446
37.5000,0.0397
37.5500,0.0453
37.6000,0.0387
37.6500,0.0417
37.7000,0.0445
37.7500,0.0433
37.8000,0.0435
37.8500,0.0389
37.9000,0.0453
37.9500,0.0403
38.0000,0.0466
38.0500,0.0401
38.1000,0.0465
38.1500,0.0396
38.2000,0.0439
38.2500,0.0451
38.3000,0.0451
38.3500,0.0439
38.4000,0.0403
38.4500,0.0477
38.5000,0.0423
38.5500,0.0472
38.6000,0.0404
38.6500,0.0465
38.7000,0.0404
38.7500,0.0454
38.8000,0.0444
38.8500,0.0469
38.9000,0.0426
38.9500,0.0419
39.0000,0.0475
39.0500,0.0435
39.1000,0.0466
39.1500,0.0399
39.2000,0.0453
39.2500,0.0399
39.3000,0.0464
39.3500,0.0423
39.4000,0.0467
39.4500,0.0406
39.5000,0.0423
39.5500,0.0459
39.6000,0.0432
39.6500,0.0444
39.7000,0.0386
39.7500,0.0447
39.8000,0.0390
39.8500,0.0456
39.9000,0.0391
39.9500,0.0447
40.0000,0.0379
40.0500,0.0420
40.1000,0.0430
40.1500,0.0429
40.2000,0.0409
40.2500,0.0382
40.3000,0.0439
40.3500,0.0391
40.4000,0.0438
40.4500,0.0368
40.5000,0.0428
40.5500,0.0368
40.6000,0.0427
40.6500,0.0408
40.7000,0.0441
40.7500,0.0394
40.8000,0.0395
40.8500,0.0444
40.9000,0.0415
40.9500,0.0441
41.0000,0.0385
41.0500,0.0441
41.1000,0.0392
41.1500,0.0457
41.2000,0.0420
41.2500,0.0473
41.3000,0.0410
41.3500,0.0443
41.4000,0.0471
41.4500,0.0465
41.5000,0.0472
41.5500,0.0430
41.6000,0.0473
41.6500,0.0453
41.7000,0.0514
41.7500,0.0453
41.8000,0.0520
41.8500,0.0455
41.9000,0.0510
41.9500,0.0510
42.0000,0.0534
42.0500,0.0506
42.1000,0.0499
42.1500,0.0556
42.2000,0.0530
42.2500,0.0558
42.3000,0.0505
42.3500,0.0555
42.4000,0.0522
42.4500,0.0587
42.5000,0.0532
42.5500,0.0593
42.6000,0.0532
42.6500,0.0590
42.7000,0.0578
42.7500,0.0609
42.8000,0.0565
42.8500,0.0573
42.9000,0.0615
42.9500,0.0602
43.0000,0.0598
43.0500,0.0554
43.1000,0.0575
43.1500,0.0573
43.2000,0.0619
43.2500,0.0551
43.3000,0.0598
43.3500,0.0547
43.4000,0.0616
43.4500,0.0563
43.5000,0.0607
43.5500,0.0536
43.6000,0.0578
43.6500,0.0575
43.7000,0.0582
43.7500,0.0537
43.8000,0.0524
43.8500,0.0575
43.9000,0.0530
43.9500,0.0556
44.0000,0.0480
44.0500,0.0515
44.1000,0.0471
44.1500,0.0532
44.2000,0.0479
44.2500,0.0512
44.3000,0.0442
44.3500,0.0477
44.4000,0.0487
44.4500,0.0470
44.5000,0.0462
44.5500,0.0407
44.6000,0.0408
44.6500,0.0403
44.7000,0.0455
44.7500,0.0390
44.8000,0.0451
44.8500,0.0381
44.9000,0.0438
44.9500,0.0426
45.0000,0.0447
45.0500,0.0408
45.1000,0.0396
45.1500,0.0394
45.2000,0.0412
45.2500,0.0446
45.3000,0.0387
45.3500,0.0446
45.4000,0.0394
45.4500,0.0455
45.5000,0.0437
45.5500,0.0481
45.6000,0.0441
45.6500,0.0448
45.7000,0.0441
45.7500,0.0487
45.8000,0.0506
45.8500,0.0459
45.9000,0.0516
45.9500,0.0487
46.0000,0.0552
46.0500,0.0503
46.1000,0.0572
46.1500,0.0512
46.2000,0.0582
46.2500,0.0585
46.3000,0.0627
46.3500,0.0587
46.4000,0.0592
46.4500,0.0606
46.5000,0.0653
46.5500,0.0663
46.6000,0.0622
46.6500,0.0671
46.7000,0.0663
46.7500,0.0731
46.8000,0.0669
46.8500,0.0749
46.9000,0.0687
46.9500,0.0740
47.0000,0.0753
47.0500,0.0769
47.1000,0.0762
47.1500,0.0718
47.2000,0.0762
47.2500,0.0735
47.3000,0.0797
47.3500,0.0752
47.4000,0.0801
47.4500,0.0745
47.5000,0.0750
47.5500,0.0731
47.6000,0.0759
47.6500,0.0779
47.7000,0.0716
47.7500,0.0767
47.8000,0.0700
47.8500,0.0762
47.9000,0.0737
47.9500,0.0758
48.0000,0.0710
48.0500,0.0691
48.1000,0.0681
48.1500,0.0673
48.2000,0.0701
48.2500,0.0631
48.3000,0.0644
48.3500,0.0594
48.4000,0.0656
48.4500,0.0598
48.5000,0.0626
48.5500,0.0552
48.6000,0.0591
48.6500,0.0516
48.7000,0.0570
48.7500,0.0527
48.8000,0.0513
48.8500,0.0482
48.9000,0.0500
48.9500,0.0516
49.0000,0.0451
49.0500,0.0484
49.1000,0.0435
49.1500,0.0490
49.2000,0.0439
49.2500,0.0479
49.3000,0.0412
49.3500,0.0438
49.4000,0.0393
49.4500,0.0440
49.5000,0.0435
49.5500,0.0392
49.6000,0.0418
49.6500,0.0401
49.7000,0.0459
49.7500,0.0396
49.8000,0.0461
49.8500,0.0397
49.9000,0.0441
49.9500,0.0404
50.0000,0.0467
50.0500,0.0456
50.1000,0.0431
50.1500,0.0460
50.2000,0.0462
50.2500,0.0514
50.3000,0.0459
50.3500,0.0548
50.4000,0.0488
50.4500,0.0558
50.5000,0.0538
50.5500,0.0589
50.6000,0.0548
50.6500,0.0576
50.7000,0.0565
50.7500,0.0625
50.8000,0.0616
50.8500,0.0610
50.9000,0.0634
50.9500,0.0655
51.0000,0.0708
51.0500,0.0644
51.1000,0.0722
51.1500,0.0670
51.2000,0.0742
51.2500,0.0696
51.3000,0.0767
51.3500,0.0732
51.4000,0.0730
51.4500,0.0740
51.5000,0.0753
51.5500,0.0801
51.6000,0.0741
51.6500,0.0807
51.7000,0.0744
51.7500,0.0791
51.8000,0.0749
51.8500,0.0800
51.9000,0.0802
51.9500,0.0745
52.0000,0.0786
52.0500,0.0744
52.1000,0.0806
52.1500,0.0739
52.2000,0.0792
52.2500,0.0742
52.3000,0.0735
52.3500,0.0715
52.4000,0.0722
52.4500,0.0751
52.5000,0.0681
52.5500,0.0723
52.6000,0.0656
52.6500,0.0705
52.7000,0.0634
52.7500,0.0691
52.8000,0.0628
52.8500,0.0628
52.9000,0.0589
52.9500,0.0632
53.0000,0.0618
53.0500,0.0567
53.1000,0.0561
53.1500,0.0553
53.2000,0.0585
53.2500,0.0510
53.3000,0.0535
53.3500,0.0477
53.4000,0.0535
53.4500,0.0459
53.5000,0.0518
53.5500,0.0451
53.6000,0.0462
53.6500,0.0419
53.7000,0.0451
53.7500,0.0457
53.8000,0.0407
53.8500,0.0434
53.9000,0.0400
53.9500,0.0460
54.0000,0.0402
54.0500,0.0454
54.1000,0.0385
54.1500,0.0427
54.2000,0.0382
54.2500,0.0441
54.3000,0.0427
54.3500,0.0395
54.4000,0.0415
54.4500,0.0421
54.5000,0.0467
54.5500,0.0401
54.6000,0.0477
54.6500,0.0415
54.7000,0.0475
54.7500,0.0436
54.8000,0.0502
54.8500,0.0467
54.9000,0.0465
54.9500,0.0468
55.0000,0.0497
55.0500,0.0535
55.1000,0.0481
55.1500,0.0539
55.2000,0.0506
55.2500,0.0577
55.3000,0.0529
55.3500,0.0605
55.4000,0.0538
55.4500,0.0595
55.5000,0.0554
55.5500,0.0628
55.6000,0.0588
55.6500,0.0588
55.7000,0.0580
55.7500,0.0626
55.8000,0.0634
55.8500,0.0596
55.9000,0.0620
55.9500,0.0627
56.0000,0.0673
56.0500,0.0606
56.1000,0.0663
56.1500,0.0611
56.2000,0.0677
56.2500,0.0621
56.3000,0.0680
56.3500,0.0609
56.4000,0.0648
56.4500,0.0606
56.5000,0.0667
56.5500,0.0628
56.6000,0.0613
56.6500,0.0598
56.7000,0.0625
56.7500,0.0637
56.8000,0.0575
56.8500,0.0596
56.9000,0.0572
56.9500,0.0626
57.0000,0.0558
57.0500,0.0600
57.1000,0.0533
57.1500,0.0595
57.2000,0.0526
57.2500,0.0580
57.3000,0.0517
57.3500,0.0535
57.4000,0.0489
57.4500,0.0542
57.5000,0.0524
57.5500,0.0487
57.6000,0.0489
57.6500,0.0480
57.7000,0.0521
57.7500,0.0446
57.8000,0.0502
57.8500,0.0435
57.9000,0.0482
57.9500,0.0409
58.0000,0.0475
58.0500,0.0435
58.1000,0.0417
58.1500,0.0406
58.2000,0.0423
58.2500,0.0454
58.3000,0.0387
58.3500,0.0435
58.4000,0.0382
58.4500,0.0444
58.5000,0.0386
58.5500,0.0445
58.6000,0.0384
58.6500,0.0399
58.7000,0.0371
58.7500,0.0415
58.8000,0.0422
58.8500,0.0370
58.9000,0.0405
58.9500,0.0381
59.0000,0.0443
59.0500,0.0394
59.1000,0.0441
59.1500,0.0372
59.2000,0.0415
59.2500,0.0375
59.3000,0.0432
59.3500,0.0417
59.4000,0.0385
59.4500,0.0402
59.5000,0.0401
59.5500,0.0457
59.6000,0.0425
59.6500,0.0457
59.7000,0.0394
59.7500,0.0450
59.8000,0.0403
59.8500,0.0466
59.9000,0.0425
59.9500,0.0420
60.0000,0.0415
60.0500,0.0438
60.1000,0.0469
60.1500,0.0452
60.2000,0.0465
60.2500,0.0410
60.3000,0.0470
60.3500,0.0423
60.4000,0.0483
60.4500,0.0425
60.5000,0.0439
60.5500,0.0412
60.6000,0.0459
60.6500,0.0467
60.7000,0.0415
60.7500,0.0454
60.8000,0.0417
60.8500,0.0482
60.9000,0.0430
60.9500,0.0485
61.0000,0.0418
61.0500,0.0455
61.1000,0.0408
61.1500,0.0462
61.2000,0.0448
61.2500,0.0416
61.3000,0.0428
61.3500,0.0428
61.4000,0.0478
61.4500,0.0434
61.5000,0.0462
61.5500,0.0399
61.6000,0.0453
61.6500,0.0399
61.7000,0.0461
61.7500,0.0424
61.8000,0.0409
61.8500,0.0406
61.9000,0.0426
61.9500,0.0460
62.0000,0.0431
62.0500,0.0448
62.1000,0.0387
62.1500,0.0456
62.2000,0.0394
62.2500,0.0453
62.3000,0.0397
62.3500,0.0411
62.4000,0.0385
62.4500,0.0420
62.5000,0.0435
62.5500,0.0433
62.6000,0.0415
62.6500,0.0384
62.7000,0.0449
62.7500,0.0394
62.8000,0.0443
62.8500,0.0373
62.9000,0.0413
62.9500,0.0368
63.0000,0.0426
63.0500,0.0405
63.1000,0.0377
63.1500,0.0389
63.2000,0.0389
63.2500,0.0437
63.3000,0.0403
63.3500,0.0423
63.4000,0.0367
63.4500,0.0429
63.5000,0.0370
63.5500,0.0436
63.6000,0.0383
63.6500,0.0391
63.7000,0.0366
63.7500,0.0406
63.8000,0.0422
63.8500,0.0423
63.9000,0.0407
63.9500,0.0372
64.0000,0.0437
64.0500,0.0391
64.1000,0.0438
64.1500,0.0375
64.2000,0.0410
64.2500,0.0373
64.3000,0.0430
64.3500,0.0416
64.4000,0.0448
64.4500,0.0403
64.5000,0.0402
64.5500,0.0450
64.6000,0.0418
64.6500,0.0450
64.7000,0.0386
64.7500,0.0447
64.8000,0.0397
64.8500,0.0458
64.9000,0.0418
64.9500,0.0414
65.0000,0.0411
65.0500,0.0435
65.1000,0.0469
65.1500,0.0455
65.2000,0.0463
65.2500,0.0412
65.3000,0.0474
65.3500,0.0426
65.4000,0.0489
65.4500,0.0428
65.5000,0.0446
65.5500,0.0421
65.6000,0.0467
65.6500,0.0474
65.7000,0.0480
65.7500,0.0460
65.8000,0.0431
65.8500,0.0495
65.9000,0.0443
65.9500,0.0497
66.0000,0.0425
66.0500,0.0465
66.1000,0.0423
66.1500,0.0475
66.2000,0.0462
66.2500,0.0481
66.3000,0.0448
66.3500,0.0429
66.4000,0.0487
66.4500,0.0438
66.5000,0.0476
66.5500,0.0406
66.6000,0.0454
66.6500,0.0406
66.7000,0.0465
66.7500,0.0434
66.8000,0.0469
66.8500,0.0414
66.9000,0.0424
66.9500,0.0462
67.0000,0.0432
67.0500,0.0448
67.1000,0.0393
67.1500,0.0445
67.2000,0.0394
67.2500,0.0460
67.3000,0.0405
67.3500,0.0456
67.4000,0.0392
67.4500,0.0427
67.5000,0.0445
67.5500,0.0440
67.6000,0.0439
67.6500,0.0394
67.7000,0.0461
67.7500,0.0417
67.8000,0.0475
67.8500,0.0412
67.9000,0.0447
67.9500,0.0416
68.0000,0.0477
68.0500,0.0476
68.1000,0.0505
68.1500,0.0480
68.2000,0.0473
68.2500,0.0531
68.3000,0.0515
68.3500,0.0554
68.4000,0.0493
68.4500,0.0563
68.5000,0.0525
68.5500,0.0600
68.6000,0.0555
68.6500,0.0619
68.7000,0.0565
68.7500,0.0639
68.8000,0.0637
68.8500,0.0685
68.9000,0.0635
68.9500,0.0662
69.0000,0.0708
69.0500,0.0711
69.1000,0.0736
69.1500,0.0682
69.2000,0.0752
69.2500,0.0706
69.3000,0.0785
69.3500,0.0753
69.4000,0.0812
69.4500,0.0778
69.5000,0.0773
69.5500,0.0837
69.6000,0.0794
69.6500,0.0855
69.7000,0.0795
69.7500,0.0863
69.8000,0.0801
69.8500,0.0830
69.9000,0.0869
69.9500,0.0841
70.0000,0.0863
70.0500,0.0804
70.1000,0.0862
70.1500,0.0796
70.2000,0.0853
70.2500,0.0841
