tempo,intensidade
150.0000,0.0458
150.0250,0.0436
150.0500,0.0507
150.0750,0.0500
150.1000,0.0446
150.1250,0.0435
150.1500,0.0471
150.1750,0.0488
150.2000,0.0435
150.2250,0.0439
150.2500,0.0472
150.2750,0.0474
150.3000,0.0424
150.3250,0.0437
150.3500,0.0485
150.3750,0.0460
150.4000,0.0423
150.4250,0.0444
150.4500,0.0497
150.4750,0.0452
150.5000,0.0424
150.5250,0.0450
150.5500,0.0503
150.5750,0.0433
150.6000,0.0426
150.6250,0.0462
150.6500,0.0500
150.6750,0.0466
150.7000,0.0430
150.7250,0.0467
150.7500,0.0500
150.7750,0.0452
150.8000,0.0434
150.8250,0.0484
150.8500,0.0490
150.8750,0.0440
150.9000,0.0436
150.9250,0.0496
150.9500,0.0482
150.9750,0.0422
151.0000,0.0444
151.0250,0.0496
151.0500,0.0468
151.0750,0.0415
151.1000,0.0455
151.1250,0.0496
151.1500,0.0455
151.1750,0.0408
151.2000,0.0456
151.2250,0.0492
151.2500,0.0442
151.2750,0.0402
151.3000,0.0472
151.3250,0.0483
151.3500,0.0429
151.3750,0.0401
151.4000,0.0480
151.4250,0.0474
151.4500,0.0419
151.4750,0.0410
151.5000,0.0447
151.5250,0.0462
151.5500,0.0404
151.5750,0.0417
151.6000,0.0456
151.6250,0.0450
151.6500,0.0404
151.6750,0.0423
151.7000,0.0472
151.7250,0.0436
151.7500,0.0403
151.7750,0.0432
151.8000,0.0480
151.8250,0.0422
151.8500,0.0408
151.8750,0.0444
151.9000,0.0488
151.9250,0.0411
151.9500,0.0414
151.9750,0.0450
152.0000,0.0488
152.0250,0.0405
152.0500,0.0418
152.0750,0.0466
152.1000,0.0485
152.1250,0.0437
152.1500,0.0430
152.1750,0.0482
152.2000,0.0488
152.2250,0.0430
152.2500,0.0443
152.2750,0.0501
152.3000,0.0476
152.3250,0.0424
152.3500,0.0459
152.3750,0.0507
152.4000,0.0477
152.4250,0.0427
152.4500,0.0477
152.4750,0.0512
152.5000,0.0473
152.5250,0.0430
152.5500,0.0489
152.5750,0.0514
152.6000,0.0464
152.6250,0.0433
152.6500,0.0507
152.6750,0.0514
152.7000,0.0461
152.7250,0.0438
152.7500,0.0526
152.7750,0.0506
152.8000,0.0454
152.8250,0.0449
152.8500,0.0493
152.8750,0.0500
152.9000,0.0456
152.9250,0.0466
152.9500,0.0513
152.9750,0.0497
153.0000,0.0455
153.0250,0.0485
153.0500,0.0534
153.0750,0.0489
153.1000,0.0461
153.1250,0.0497
153.1500,0.0545
153.1750,0.0471
153.2000,0.0464
153.2250,0.0509
153.2500,0.0549
153.2750,0.0464
153.3000,0.0475
153.3250,0.0527
153.3500,0.0542
153.3750,0.0496
153.4000,0.0483
153.4250,0.0528
153.4500,0.0538
153.4750,0.0483
153.5000,0.0495
153.5250,0.0541
153.5500,0.0524
153.5750,0.0470
153.6000,0.0497
153.6250,0.0536
153.6500,0.0507
153.6750,0.0454
153.7000,0.0508
153.7250,0.0538
153.7500,0.0493
153.7750,0.0442
153.8000,0.0509
153.8250,0.0522
153.8500,0.0475
153.8750,0.0444
153.9000,0.0517
153.9250,0.0508
153.9500,0.0460
153.9750,0.0441
154.0000,0.0527
154.0250,0.0497
154.0500,0.0443
154.0750,0.0445
154.1000,0.0488
154.1250,0.0482
154.1500,0.0437
154.1750,0.0450
154.2000,0.0500
154.2250,0.0475
154.2500,0.0436
154.2750,0.0461
154.3000,0.0509
154.3250,0.0462
154.3500,0.0438
154.3750,0.0470
154.4000,0.0523
154.4250,0.0450
154.4500,0.0445
154.4750,0.0488
154.5000,0.0528
154.5250,0.0448
154.5500,0.0466
154.5750,0.0518
154.6000,0.0539
154.6250,0.0460
154.6500,0.0487
154.6750,0.0531
154.7000,0.0547
154.7250,0.0498
154.7500,0.0510
154.7750,0.0559
154.8000,0.0536
154.8250,0.0494
154.8500,0.0538
154.8750,0.0575
154.9000,0.0541
154.9250,0.0493
154.9500,0.0568
154.9750,0.0581
155.0000,0.0530
155.0250,0.0503
155.0500,0.0607
155.0750,0.0607
155.1000,0.0550
155.1250,0.0551
155.1500,0.0609
155.1750,0.0581
155.2000,0.0539
155.2250,0.0565
155.2500,0.0621
155.2750,0.0574
155.3000,0.0553
155.3250,0.0598
155.3500,0.0638
155.3750,0.0555
155.4000,0.0567
155.4250,0.0630
155.4500,0.0641
155.4750,0.0563
155.5000,0.0598
155.5250,0.0654
155.5500,0.0629
155.5750,0.0573
155.6000,0.0620
155.6250,0.0649
155.6500,0.0612
155.6750,0.0565
155.7000,0.0643
155.7250,0.0640
155.7500,0.0584
155.7750,0.0566
155.8000,0.0646
155.8250,0.0609
155.8500,0.0559
155.8750,0.0576
155.9000,0.0626
155.9250,0.0590
155.9500,0.0545
155.9750,0.0583
156.0000,0.0628
156.0250,0.0558
156.0500,0.0541
156.0750,0.0592
156.1000,0.0623
156.1250,0.0529
156.1500,0.0542
156.1750,0.0591
156.2000,0.0598
156.2250,0.0514
156.2500,0.0550
156.2750,0.0596
156.3000,0.0569
156.3250,0.0510
156.3500,0.0561
156.3750,0.0591
156.4000,0.0545
156.4250,0.0497
156.4500,0.0568
156.4750,0.0574
156.5000,0.0522
156.5250,0.0498
156.5500,0.0570
156.5750,0.0556
156.6000,0.0504
156.6250,0.0502
156.6500,0.0576
156.6750,0.0541
156.7000,0.0494
156.7250,0.0517
156.7500,0.0569
156.7750,0.0538
156.8000,0.0510
156.8250,0.0546
156.8500,0.0594
156.8750,0.0520
156.9000,0.0530
156.9250,0.0587
156.9500,0.0613
156.9750,0.0530
157.0000,0.0560
157.0250,0.0613
157.0500,0.0609
157.0750,0.0551
157.1000,0.0603
157.1250,0.0648
157.1500,0.0621
157.1750,0.0577
157.2000,0.0645
157.2250,0.0662
157.2500,0.0622
157.2750,0.0597
157.3000,0.0693
157.3250,0.0678
157.3500,0.0635
157.3750,0.0635
157.4000,0.0713
157.4250,0.0681
157.4500,0.0637
157.4750,0.0663
157.5000,0.0720
157.5250,0.0689
157.5500,0.0670
157.5750,0.0708
157.6000,0.0748
157.6250,0.0685
157.6500,0.0685
157.6750,0.0731
157.7000,0.0765
157.7250,0.0692
157.7500,0.0697
157.7750,0.0744
157.8000,0.0766
157.8250,0.0689
157.8500,0.0706
157.8750,0.0757
157.9000,0.0762
157.9250,0.0688
157.9500,0.0718
157.9750,0.0760
158.0000,0.0750
158.0250,0.0678
158.0500,0.0716
158.0750,0.0756
158.1000,0.0733
158.1250,0.0671
158.1500,0.0716
158.1750,0.0745
158.2000,0.0709
158.2250,0.0658
158.2500,0.0717
158.2750,0.0720
158.3000,0.0673
158.3250,0.0637
158.3500,0.0710
158.3750,0.0694
158.4000,0.0629
158.4250,0.0622
158.4500,0.0690
158.4750,0.0648
158.5000,0.0598
158.5250,0.0623
158.5500,0.0660
158.5750,0.0589
158.6000,0.0564
158.6250,0.0614
158.6500,0.0650
158.6750,0.0567
158.7000,0.0580
158.7250,0.0633
158.7500,0.0639
158.7750,0.0560
158.8000,0.0589
158.8250,0.0635
158.8500,0.0621
158.8750,0.0558
158.9000,0.0612
158.9250,0.0641
158.9500,0.0606
158.9750,0.0563
159.0000,0.0642
159.0250,0.0645
159.0500,0.0596
159.0750,0.0583
159.1000,0.0666
159.1250,0.0644
159.1500,0.0595
159.1750,0.0606
159.2000,0.0669
159.2250,0.0630
159.2500,0.0606
159.2750,0.0657
159.3000,0.0706
159.3250,0.0638
159.3500,0.0638
159.3750,0.0705
159.4000,0.0723
159.4250,0.0662
159.4500,0.0680
159.4750,0.0739
159.5000,0.0747
159.5250,0.0678
159.5500,0.0712
159.5750,0.0772
159.6000,0.0765
159.6250,0.0721
159.6500,0.0768
159.6750,0.0812
159.7000,0.0803
159.7250,0.0747
159.7500,0.0792
159.7750,0.0830
159.8000,0.0822
159.8250,0.0777
159.8500,0.0836
159.8750,0.0868
159.9000,0.0844
159.9250,0.0804
159.9500,0.0846
159.9750,0.0870
160.0000,0.0845
160.0250,0.0802
160.0500,0.0847
160.0750,0.0876
160.1000,0.0846
160.1250,0.0809
160.1500,0.0851
160.1750,0.0865
160.2000,0.0835
160.2250,0.0804
160.2500,0.0840
160.2750,0.0857
160.3000,0.0809
160.3250,0.0783
160.3500,0.0824
160.3750,0.0826
160.4000,0.0786
160.4250,0.0752
160.4500,0.0795
160.4750,0.0805
160.5000,0.0757
160.5250,0.0735
160.5500,0.0777
160.5750,0.0771
160.6000,0.0719
160.6250,0.0719
160.6500,0.0758
160.6750,0.0745
160.7000,0.0684
160.7250,0.0661
160.7500,0.0730
160.7750,0.0696
160.8000,0.0641
160.8250,0.0654
160.8500,0.0710
160.8750,0.0661
160.9000,0.0624
160.9250,0.0657
160.9500,0.0684
160.9750,0.0625
161.0000,0.0619
161.0250,0.0669
161.0500,0.0691
161.0750,0.0614
161.1000,0.0633
161.1250,0.0686
161.1500,0.0682
161.1750,0.0615
161.2000,0.0658
161.2250,0.0704
161.2500,0.0671
161.2750,0.0634
161.3000,0.0696
161.3250,0.0712
161.3500,0.0669
161.3750,0.0682
161.4000,0.0737
161.4250,0.0729
161.4500,0.0682
161.4750,0.0668
161.5000,0.0755
161.5250,0.0734
161.5500,0.0693
161.5750,0.0702
161.6000,0.0795
161.6250,0.0773
161.6500,0.0732
161.6750,0.0751
161.7000,0.0832
161.7250,0.0797
161.7500,0.0752
161.7750,0.0789
161.8000,0.0861
161.8250,0.0829
161.8500,0.0804
161.8750,0.0832
161.9000,0.0894
161.9250,0.0861
161.9500,0.0826
161.9750,0.0859
162.0000,0.0919
162.0250,0.0884
162.0500,0.0850
162.0750,0.0888
162.1000,0.0938
162.1250,0.0895
162.1500,0.0864
162.1750,0.0897
162.2000,0.0939
162.2250,0.0893
162.2500,0.0867
162.2750,0.0904
162.3000,0.0938
162.3250,0.0893
162.3500,0.0863
162.3750,0.0899
162.4000,0.0927
162.4250,0.0873
162.4500,0.0852
162.4750,0.0881
162.5000,0.0908
162.5250,0.0845
162.5500,0.0834
162.5750,0.0870
162.6000,0.0877
162.6250,0.0814
162.6500,0.0803
162.6750,0.0829
162.7000,0.0844
162.7250,0.0796
162.7500,0.0786
162.7750,0.0828
162.8000,0.0822
162.8250,0.0749
162.8500,0.0741
162.8750,0.0795
162.9000,0.0782
162.9250,0.0732
162.9500,0.0731
162.9750,0.0764
163.0000,0.0731
163.0250,0.0678
163.0500,0.0690
163.0750,0.0743
163.1000,0.0710
163.1250,0.0661
163.1500,0.0675
163.1750,0.0720
163.2000,0.0707
163.2250,0.0638
163.2500,0.0685
163.2750,0.0718
163.3000,0.0678
163.3250,0.0650
163.3500,0.0703
163.3750,0.0713
163.4000,0.0659
163.4250,0.0660
163.4500,0.0718
163.4750,0.0705
163.5000,0.0653
163.5250,0.0699
163.5500,0.0730
163.5750,0.0692
163.6000,0.0651
163.6250,0.0674
163.6500,0.0743
163.6750,0.0707
163.7000,0.0687
163.7250,0.0738
163.7500,0.0763
163.7750,0.0717
163.8000,0.0699
163.8250,0.0742
163.8500,0.0813
163.8750,0.0772
163.9000,0.0784
163.9250,0.0813
163.9500,0.0827
163.9750,0.0770
164.0000,0.0780
164.0250,0.0834
164.0500,0.0849
164.0750,0.0805
164.1000,0.0809
164.1250,0.0860
164.1500,0.0880
164.1750,0.0838
164.2000,0.0853
164.2250,0.0907
164.2500,0.0891
164.2750,0.0855
164.3000,0.0874
164.3250,0.0918
164.3500,0.0903
164.3750,0.0862
164.4000,0.0883
164.4250,0.0929
164.4500,0.0900
164.4750,0.0862
164.5000,0.0883
164.5250,0.0931
164.5500,0.0896
164.5750,0.0857
164.6000,0.0878
164.6250,0.0927
164.6500,0.0852
164.6750,0.0819
164.7000,0.0848
164.7250,0.0893
164.7500,0.0852
164.7750,0.0815
164.8000,0.0843
164.8250,0.0878
164.8500,0.0819
164.8750,0.0788
164.9000,0.0815
164.9250,0.0858
164.9500,0.0783
164.9750,0.0752
165.0000,0.0787
165.0250,0.0828
165.0500,0.0748
165.0750,0.0724
165.1000,0.0760
165.1250,0.0789
165.1500,0.0705
165.1750,0.0679
165.2000,0.0704
165.2250,0.0732
165.2500,0.0693
165.2750,0.0666
165.3000,0.0722
165.3250,0.0724
165.3500,0.0666
165.3750,0.0658
165.4000,0.0697
165.4250,0.0674
165.4500,0.0618
165.4750,0.0674
165.5000,0.0700
165.5250,0.0652
165.5500,0.0615
165.5750,0.0690
165.6000,0.0680
165.6250,0.0631
165.6500,0.0620
165.6750,0.0668
165.7000,0.0669
165.7250,0.0617
165.7500,0.0643
165.7750,0.0699
165.8000,0.0676
165.8250,0.0645
165.8500,0.0687
165.8750,0.0734
165.9000,0.0658
165.9250,0.0659
165.9500,0.0715
165.9750,0.0762
166.0000,0.0682
166.0250,0.0697
166.0500,0.0744
166.0750,0.0765
166.1000,0.0724
166.1250,0.0737
166.1500,0.0794
166.1750,0.0794
166.2000,0.0742
166.2250,0.0758
166.2500,0.0805
166.2750,0.0805
166.3000,0.0776
166.3250,0.0791
166.3500,0.0835
166.3750,0.0824
166.4000,0.0777
166.4250,0.0808
166.4500,0.0856
166.4750,0.0842
166.5000,0.0794
166.5250,0.0834
166.5500,0.0868
166.5750,0.0847
166.6000,0.0804
166.6250,0.0837
166.6500,0.0870
166.6750,0.0851
166.7000,0.0804
166.7250,0.0837
166.7500,0.0868
166.7750,0.0837
166.8000,0.0785
166.8250,0.0841
166.8500,0.0855
166.8750,0.0818
166.9000,0.0774
166.9250,0.0822
166.9500,0.0842
166.9750,0.0795
167.0000,0.0749
167.0250,0.0804
167.0500,0.0823
167.0750,0.0757
167.1000,0.0708
167.1250,0.0770
167.1500,0.0771
167.1750,0.0726
167.2000,0.0692
167.2250,0.0752
167.2500,0.0727
167.2750,0.0669
167.3000,0.0658
167.3250,0.0725
167.3500,0.0709
167.3750,0.0652
167.4000,0.0651
167.4250,0.0709
167.4500,0.0656
167.4750,0.0612
167.5000,0.0634
167.5250,0.0678
167.5500,0.0616
167.5750,0.0596
167.6000,0.0642
167.6250,0.0668
167.6500,0.0581
167.6750,0.0595
167.7000,0.0645
167.7250,0.0646
167.7500,0.0563
167.7750,0.0605
167.8000,0.0647
167.8250,0.0621
167.8500,0.0567
167.8750,0.0624
167.9000,0.0644
167.9250,0.0599
167.9500,0.0566
167.9750,0.0647
168.0000,0.0637
168.0250,0.0590
168.0500,0.0590
168.0750,0.0672
168.1000,0.0632
168.1250,0.0587
168.1500,0.0632
168.1750,0.0700
168.2000,0.0649
168.2250,0.0626
168.2500,0.0672
168.2750,0.0711
168.3000,0.0637
168.3250,0.0645
168.3500,0.0707
168.3750,0.0723
168.4000,0.0657
168.4250,0.0696
168.4500,0.0746
168.4750,0.0741
168.5000,0.0674
168.5250,0.0714
168.5500,0.0759
168.5750,0.0742
168.6000,0.0691
168.6250,0.0741
168.6500,0.0775
168.6750,0.0743
168.7000,0.0707
168.7250,0.0752
168.7500,0.0777
168.7750,0.0743
168.8000,0.0698
168.8250,0.0770
168.8500,0.0777
168.8750,0.0726
168.9000,0.0697
168.9250,0.0772
168.9500,0.0766
168.9750,0.0710
169.0000,0.0693
169.0250,0.0770
169.0500,0.0752
169.0750,0.0693
169.1000,0.0684
169.1250,0.0759
169.1500,0.0730
169.1750,0.0674
169.2000,0.0681
169.2250,0.0734
169.2500,0.0696
169.2750,0.0643
169.3000,0.0654
169.3250,0.0693
169.3500,0.0637
169.3750,0.0623
169.4000,0.0664
169.4250,0.0675
169.4500,0.0574
169.4750,0.0594
169.5000,0.0646
169.5250,0.0643
169.5500,0.0559
169.5750,0.0595
169.6000,0.0635
169.6250,0.0603
169.6500,0.0553
169.6750,0.0603
169.7000,0.0615
169.7250,0.0564
169.7500,0.0528
169.7750,0.0607
169.8000,0.0592
169.8250,0.0527
169.8500,0.0527
169.8750,0.0592
169.9000,0.0558
169.9250,0.0509
169.9500,0.0533
169.9750,0.0579
170.0000,0.0535
170.0250,0.0506
170.0500,0.0548
170.0750,0.0563
170.1000,0.0513
170.1250,0.0513
170.1500,0.0574
170.1750,0.0589
170.2000,0.0513
170.2250,0.0538
170.2500,0.0596
170.2750,0.0583
170.3000,0.0526
170.3250,0.0581
170.3500,0.0616
170.3750,0.0578
170.4000,0.0556
170.4250,0.0614
170.4500,0.0617
170.4750,0.0570
170.5000,0.0590
170.5250,0.0637
170.5500,0.0616
170.5750,0.0571
170.6000,0.0575
170.6250,0.0652
170.6500,0.0606
170.6750,0.0573
170.7000,0.0608
170.7250,0.0648
170.7500,0.0589
170.7750,0.0581
170.8000,0.0645
170.8250,0.0638
170.8500,0.0593
170.8750,0.0618
170.9000,0.0669
170.9250,0.0657
170.9500,0.0594
170.9750,0.0641
171.0000,0.0681
171.0250,0.0644
171.0500,0.0606
171.0750,0.0665
171.1000,0.0667
171.1250,0.0615
171.1500,0.0621
171.1750,0.0666
171.2000,0.0644
171.2250,0.0589
171.2500,0.0591
171.2750,0.0660
171.3000,0.0610
171.3250,0.0568
171.3500,0.0606
171.3750,0.0627
171.4000,0.0570
171.4250,0.0556
171.4500,0.0607
171.4750,0.0589
171.5000,0.0537
171.5250,0.0562
171.5500,0.0611
171.5750,0.0598
171.6000,0.0523
171.6250,0.0558
171.6500,0.0591
171.6750,0.0555
171.7000,0.0518
171.7250,0.0555
171.7500,0.0576
171.7750,0.0525
171.8000,0.0508
171.8250,0.0555
171.8500,0.0558
171.8750,0.0499
171.9000,0.0507
171.9250,0.0554
171.9500,0.0528
171.9750,0.0474
172.0000,0.0520
172.0250,0.0543
172.0500,0.0505
172.0750,0.0455
172.1000,0.0485
172.1250,0.0536
172.1500,0.0481
172.1750,0.0454
172.2000,0.0484
172.2250,0.0519
172.2500,0.0462
172.2750,0.0455
172.3000,0.0502
172.3250,0.0507
172.3500,0.0454
172.3750,0.0466
172.4000,0.0515
172.4250,0.0502
172.4500,0.0455
172.4750,0.0483
172.5000,0.0529
172.5250,0.0486
172.5500,0.0459
172.5750,0.0506
172.6000,0.0550
172.6250,0.0521
172.6500,0.0475
172.6750,0.0522
172.7000,0.0550
172.7250,0.0514
172.7500,0.0502
172.7750,0.0550
172.8000,0.0561
172.8250,0.0512
172.8500,0.0509
172.8750,0.0558
172.9000,0.0556
172.9250,0.0496
172.9500,0.0542
172.9750,0.0579
173.0000,0.0545
173.0250,0.0495
173.0500,0.0562
173.0750,0.0581
173.1000,0.0529
173.1250,0.0500
173.1500,0.0533
173.1750,0.0568
173.2000,0.0514
173.2250,0.0503
173.2500,0.0555
173.2750,0.0547
173.3000,0.0499
173.3250,0.0518
173.3500,0.0568
173.3750,0.0524
173.4000,0.0491
173.4250,0.0519
173.4500,0.0571
173.4750,0.0506
173.5000,0.0492
173.5250,0.0537
173.5500,0.0572
173.5750,0.0533
173.6000,0.0488
173.6250,0.0542
173.6500,0.0553
173.6750,0.0502
173.7000,0.0500
173.7250,0.0545
173.7500,0.0535
173.7750,0.0476
173.8000,0.0495
173.8250,0.0538
173.8500,0.0517
173.8750,0.0453
173.9000,0.0490
173.9250,0.0523
173.9500,0.0485
173.9750,0.0438
174.0000,0.0492
174.0250,0.0514
174.0500,0.0459
174.0750,0.0426
174.1000,0.0498
174.1250,0.0500
174.1500,0.0439
174.1750,0.0430
174.2000,0.0495
174.2250,0.0473
174.2500,0.0418
174.2750,0.0419
174.3000,0.0465
174.3250,0.0460
174.3500,0.0414
174.3750,0.0429
174.4000,0.0477
174.4250,0.0447
174.4500,0.0410
174.4750,0.0441
174.5000,0.0492
174.5250,0.0425
174.5500,0.0408
174.5750,0.0445
174.6000,0.0494
174.6250,0.0413
174.6500,0.0417
174.6750,0.0453
174.7000,0.0493
174.7250,0.0405
174.7500,0.0424
174.7750,0.0471
174.8000,0.0491
174.8250,0.0410
174.8500,0.0435
174.8750,0.0491
174.9000,0.0482
174.9250,0.0424
174.9500,0.0449
174.9750,0.0499
175.0000,0.0474
175.0250,0.0418
175.0500,0.0463
175.0750,0.0501
175.1000,0.0468
175.1250,0.0418
175.1500,0.0473
175.1750,0.0501
175.2000,0.0456
175.2250,0.0418
175.2500,0.0484
175.2750,0.0495
175.3000,0.0443
175.3250,0.0422
175.3500,0.0504
175.3750,0.0492
175.4000,0.0435
175.4250,0.0424
175.4500,0.0508
175.4750,0.0479
175.5000,0.0428
175.5250,0.0431
175.5500,0.0504
175.5750,0.0470
175.6000,0.0422
175.6250,0.0437
175.6500,0.0482
175.6750,0.0447
175.7000,0.0412
175.7250,0.0443
175.7500,0.0499
175.7750,0.0436
175.8000,0.0423
175.8250,0.0452
175.8500,0.0496
175.8750,0.0419
175.9000,0.0418
175.9250,0.0459
175.9500,0.0493
175.9750,0.0402
176.0000,0.0415
176.0250,0.0462
176.0500,0.0478
176.0750,0.0401
176.1000,0.0417
176.1250,0.0474
176.1500,0.0464
176.1750,0.0393
176.2000,0.0429
176.2250,0.0478
176.2500,0.0456
176.2750,0.0390
176.3000,0.0428
176.3250,0.0467
176.3500,0.0429
176.3750,0.0385
176.4000,0.0441
176.4250,0.0468
176.4500,0.0420
176.4750,0.0379
176.5000,0.0449
176.5250,0.0448
176.5500,0.0398
176.5750,0.0376
176.6000,0.0448
176.6250,0.0440
176.6500,0.0384
176.6750,0.0374
176.7000,0.0451
176.7250,0.0432
176.7500,0.0377
176.7750,0.0386
176.8000,0.0457
176.8250,0.0412
176.8500,0.0374
176.8750,0.0393
176.9000,0.0446
176.9250,0.0399
176.9500,0.0375
176.9750,0.0401
177.0000,0.0449
177.0250,0.0381
177.0500,0.0376
177.0750,0.0412
177.1000,0.0452
177.1250,0.0376
177.1500,0.0378
177.1750,0.0435
177.2000,0.0449
177.2250,0.0374
177.2500,0.0388
177.2750,0.0444
177.3000,0.0445
177.3250,0.0370
177.3500,0.0400
177.3750,0.0448
177.4000,0.0443
177.4250,0.0376
177.4500,0.0409
177.4750,0.0455
177.5000,0.0432
177.5250,0.0376
177.5500,0.0418
177.5750,0.0460
177.6000,0.0423
177.6250,0.0386
177.6500,0.0431
177.6750,0.0453
177.7000,0.0408
177.7250,0.0369
177.7500,0.0441
177.7750,0.0443
177.8000,0.0397
177.8250,0.0373
177.8500,0.0449
177.8750,0.0434
177.9000,0.0377
177.9250,0.0377
177.9500,0.0447
177.9750,0.0422
178.0000,0.0374
178.0250,0.0381
178.0500,0.0450
178.0750,0.0412
178.1000,0.0368
178.1250,0.0390
178.1500,0.0443
178.1750,0.0397
178.2000,0.0367
178.2250,0.0393
178.2500,0.0436
178.2750,0.0377
178.3000,0.0364
178.3250,0.0408
178.3500,0.0445
178.3750,0.0371
178.4000,0.0372
178.4250,0.0414
178.4500,0.0438
178.4750,0.0361
178.5000,0.0382
178.5250,0.0430
178.5500,0.0431
178.5750,0.0363
178.6000,0.0389
178.6250,0.0440
178.6500,0.0424
178.6750,0.0362
178.7000,0.0400
178.7250,0.0438
178.7500,0.0413
178.7750,0.0370
178.8000,0.0411
178.8250,0.0439
178.8500,0.0398
178.8750,0.0367
178.9000,0.0421
178.9250,0.0434
178.9500,0.0382
178.9750,0.0357
179.0000,0.0426
179.0250,0.0424
179.0500,0.0368
179.0750,0.0363
179.1000,0.0434
179.1250,0.0409
179.1500,0.0360
179.1750,0.0362
179.2000,0.0436
179.2250,0.0395
179.2500,0.0350
179.2750,0.0376
179.3000,0.0429
179.3250,0.0385
179.3500,0.0351
179.3750,0.0387
179.4000,0.0423
179.4250,0.0367
179.4500,0.0359
179.4750,0.0394
179.5000,0.0416
179.5250,0.0358
179.5500,0.0366
179.5750,0.0413
179.6000,0.0434
179.6250,0.0349
179.6500,0.0373
179.6750,0.0426
179.7000,0.0424
179.7250,0.0352
179.7500,0.0385
179.7750,0.0433
179.8000,0.0421
179.8250,0.0358
179.8500,0.0394
179.8750,0.0436
179.9000,0.0407
179.9250,0.0361
179.9500,0.0409
179.9750,0.0434
180.0000,0.0392
180.0250,0.0369
180.0500,0.0422
180.0750,0.0426
180.1000,0.0378
180.1250,0.0383
180.1500,0.0426
180.1750,0.0425
180.2000,0.0363
180.2250,0.0359
180.2500,0.0434
180.2750,0.0408
180.3000,0.0357
180.3250,0.0362
180.3500,0.0432
180.3750,0.0395
180.4000,0.0353
180.4250,0.0380
180.4500,0.0429
180.4750,0.0383
180.5000,0.0353
180.5250,0.0384
180.5500,0.0427
180.5750,0.0364
180.6000,0.0355
180.6250,0.0402
180.6500,0.0409
180.6750,0.0356
180.7000,0.0366
180.7250,0.0417
180.7500,0.0397
180.7750,0.0358
180.8000,0.0376
180.8250,0.0428
180.8500,0.0429
180.8750,0.0354
180.9000,0.0387
180.9250,0.0430
180.9500,0.0421
180.9750,0.0358
181.0000,0.0397
181.0250,0.0436
181.0500,0.0410
181.0750,0.0365
181.1000,0.0411
181.1250,0.0437
181.1500,0.0400
181.1750,0.0370
181.2000,0.0424
181.2250,0.0430
181.2500,0.0390
181.2750,0.0384
181.3000,0.0435
181.3250,0.0431
181.3500,0.0371
181.3750,0.0394
181.4000,0.0439
181.4250,0.0418
181.4500,0.0365
181.4750,0.0406
181.5000,0.0446
181.5250,0.0409
181.5500,0.0362
181.5750,0.0380
181.6000,0.0441
181.6250,0.0400
181.6500,0.0362
181.6750,0.0389
181.7000,0.0434
181.7250,0.0384
181.7500,0.0364
181.7750,0.0404
181.8000,0.0435
181.8250,0.0374
181.8500,0.0373
181.8750,0.0412
181.9000,0.0425
181.9250,0.0366
181.9500,0.0378
181.9750,0.0425
182.0000,0.0412
182.0250,0.0370
182.0500,0.0387
182.0750,0.0438
182.1000,0.0395
182.1250,0.0366
182.1500,0.0394
182.1750,0.0445
182.2000,0.0436
182.2250,0.0374
182.2500,0.0413
182.2750,0.0450
182.3000,0.0421
182.3250,0.0379
182.3500,0.0424
182.3750,0.0444
182.4000,0.0405
182.4250,0.0384
182.4500,0.0429
182.4750,0.0437
182.5000,0.0390
182.5250,0.0390
182.5500,0.0438
182.5750,0.0435
182.6000,0.0375
182.6250,0.0397
182.6500,0.0443
182.6750,0.0422
182.7000,0.0372
182.7250,0.0409
182.7500,0.0444
182.7750,0.0414
182.8000,0.0362
182.8250,0.0418
182.8500,0.0443
182.8750,0.0399
182.9000,0.0363
182.9250,0.0387
182.9500,0.0431
182.9750,0.0385
183.0000,0.0366
183.0250,0.0398
183.0500,0.0428
183.0750,0.0379
183.1000,0.0374
183.1250,0.0419
183.1500,0.0422
183.1750,0.0367
183.2000,0.0388
183.2250,0.0437
183.2500,0.0408
183.2750,0.0364
183.3000,0.0398
183.3250,0.0441
183.3500,0.0393
183.3750,0.0376
183.4000,0.0412
183.4250,0.0455
183.4500,0.0437
183.4750,0.0384
183.5000,0.0426
183.5250,0.0464
183.5500,0.0430
183.5750,0.0394
183.6000,0.0441
183.6250,0.0463
183.6500,0.0421
183.6750,0.0408
183.7000,0.0461
183.7250,0.0462
183.7500,0.0411
183.7750,0.0417
183.8000,0.0474
183.8250,0.0464
183.8500,0.0406
183.8750,0.0434
183.9000,0.0479
183.9250,0.0448
183.9500,0.0397
183.9750,0.0448
184.0000,0.0486
184.0250,0.0445
184.0500,0.0405
184.0750,0.0461
184.1000,0.0482
184.1250,0.0436
184.1500,0.0405
184.1750,0.0478
184.2000,0.0479
184.2250,0.0419
184.2500,0.0404
184.2750,0.0433
184.3000,0.0470
184.3250,0.0410
184.3500,0.0410
184.3750,0.0450
184.4000,0.0461
184.4250,0.0405
184.4500,0.0415
184.4750,0.0461
184.5000,0.0449
184.5250,0.0400
184.5500,0.0416
184.5750,0.0473
184.6000,0.0432
184.6250,0.0398
184.6500,0.0433
184.6750,0.0476
184.7000,0.0415
184.7250,0.0399
184.7500,0.0436
184.7750,0.0480
184.8000,0.0403
184.8250,0.0408
184.8500,0.0448
184.8750,0.0478
184.9000,0.0429
184.9250,0.0408
184.9500,0.0465
